Object,CA_Date,CADistanceNominal,CADistanceMinimum,Vrelative,Vinfinity,H(mag),Diameter,
(2021 UL3),2021-Oct-23 15:13 ±    00:52,1.35 | 0.00346,1.34 | 0.00343,8.93,8.84,28.5,5.3 m -   12 m,bK21U03L
(2021 VB),2021-Oct-23 15:55 ± < 00:01,10.65 | 0.02738,10.63 | 0.02731,7.02,7,25.8,19 m -   42 m,bK21V00B
(2021 UE3),2021-Oct-23 16:18 ± < 00:01,13.93 | 0.03579,13.88 | 0.03566,12.37,12.36,25.4,23 m -   50 m,bK21U03E
(2021 UW2),2021-Oct-23 18:21 ± < 00:01,10.76 | 0.02765,10.73 | 0.02758,2.86,2.83,27.5,8.4 m -   19 m,bK21U02W
(2021 TE1),2021-Oct-23 23:13 ± < 00:01,9.40 | 0.02416,9.37 | 0.02408,12.43,12.42,24.4,34 m -   77 m,bK21T01E
(2021 UF10),2021-Oct-24 10:36 ±    08:25,15.80 | 0.04059,15.15 | 0.03892,6.17,6.16,27.6,8.0 m -   18 m,bK21U10F
(2021 UT),2021-Oct-24 10:49 ± < 00:01,0.39 | 0.00100,0.39 | 0.00100,11.22,10.98,29.3,3.6 m -  8.1 m,bK21U00T
(2021 UY1),2021-Oct-24 11:15 ± < 00:01,5.49 | 0.01410,5.48 | 0.01408,4.69,4.64,27.9,7.1 m -   16 m,bK21U01Y
(2021 UV2),2021-Oct-24 14:52 ± < 00:01,2.78 | 0.00713,2.77 | 0.00712,10.36,10.32,28.4,5.6 m -   12 m,bK21U02V
(2021 UO1),2021-Oct-25 01:55 ± < 00:01,0.40 | 0.00102,0.39 | 0.00101,18.62,18.48,28,6.6 m -   15 m,bK21U01O
(2021 UA1),2021-Oct-25 03:07 ± < 00:01,0.02 | 6.30e-5,0.02 | 6.29e-5,15.84,12.89,31.8,1.1 m -  2.5 m,bK21U01A
(2017 SJ20),2021-Oct-25 07:37 ± < 00:01,18.60 | 0.04780,18.60 | 0.04780,15.65,15.65,22.3,90 m -  200 m,bK17S20J
(2021 UC2),2021-Oct-25 12:55 ± < 00:01,3.50 | 0.00899,3.49 | 0.00898,7.53,7.49,27.6,8.2 m -   18 m,bK21U02C
(2021 UG2),2021-Oct-25 13:08 ± < 00:01,1.20 | 0.00309,1.20 | 0.00309,13.13,13.07,27.9,6.9 m -   15 m,bK21U02G
(2021 UV1),2021-Oct-25 16:34 ± < 00:01,2.72 | 0.00699,2.72 | 0.00698,10.79,10.75,27.4,8.8 m -   20 m,bK21U01V
(2021 UF2),2021-Oct-25 20:29 ± < 00:01,3.70 | 0.00951,3.69 | 0.00949,4.64,4.58,27.5,8.3 m -   19 m,bK21U02F
(2021 TO15),2021-Oct-25 20:30 ± < 00:01,7.27 | 0.01867,7.26 | 0.01865,12.63,12.62,25.2,25 m -   55 m,bK21T15O
(2021 VP4),2021-Oct-26 06:55 ±    00:05,12.18 | 0.03131,12.10 | 0.03109,11.74,11.73,25.3,23 m -   51 m,bK21V04P
(2019 UW6),2021-Oct-26 12:16 ± 5_12:28,7.93 | 0.02037,7.82 | 0.02009,11.11,11.09,26.6,13 m -   28 m,bK19U06W
(2021 UR2),2021-Oct-26 19:38 ± < 00:01,9.61 | 0.02470,9.58 | 0.02462,7.03,7.02,26.7,12 m -   27 m,bK21U02R
(2021 UQ2),2021-Oct-26 21:28 ± < 00:01,2.92 | 0.00750,2.90 | 0.00745,17.78,17.76,26.1,16 m -   36 m,bK21U02Q
(2021 UM4),2021-Oct-27 01:18 ±    00:07,2.71 | 0.00695,2.69 | 0.00691,16.35,16.32,27.8,7.3 m -   16 m,bK21U04M
(2021 UF6),2021-Oct-27 01:28 ± < 00:01,12.24 | 0.03145,12.19 | 0.03131,19.42,19.42,25.8,18 m -   41 m,bK21U06F
(2021 UC1),2021-Oct-27 01:35 ± < 00:01,12.34 | 0.03170,12.28 | 0.03156,8.26,8.25,25.3,23 m -   51 m,bK21U01C
(2021 UA7),2021-Oct-27 02:32 ±    00:06,0.33 | 0.00086,0.33 | 0.00085,27.77,27.66,28.8,4.7 m -   11 m,bK21U07A
(2021 UO4),2021-Oct-27 03:49 ±    00:01,16.04 | 0.04121,15.97 | 0.04103,8.2,8.2,26.3,14 m -   32 m,bK21U04O
(2021 UH1),2021-Oct-27 07:14 ± < 00:01,0.19 | 0.00048,0.19 | 0.00048,6.16,5.18,31.7,1.2 m -  2.8 m,bK21U01H
(2021 UB2),2021-Oct-27 12:45 ± < 00:01,2.45 | 0.00630,2.45 | 0.00629,14.08,14.05,27.3,9.3 m -   21 m,bK21U02B
(2021 UX),2021-Oct-27 17:07 ± < 00:01,2.87 | 0.00738,2.86 | 0.00734,18.84,18.82,26.3,15 m -   33 m,bK21U00X
(2021 UV),2021-Oct-27 22:08 ± < 00:01,2.34 | 0.00602,2.34 | 0.00601,16.12,16.09,26.4,14 m -   31 m,bK21U00V
(2021 UQ3),2021-Oct-28 04:01 ± < 00:01,5.83 | 0.01498,5.81 | 0.01492,6.87,6.84,27.6,8.0 m -   18 m,bK21U03Q
(2021 UM1),2021-Oct-28 05:17 ± < 00:01,13.76 | 0.03535,13.70 | 0.03520,7.51,7.5,26.4,14 m -   30 m,bK21U01M
(2021 UJ1),2021-Oct-28 07:59 ± < 00:01,4.28 | 0.01099,4.27 | 0.01097,9.02,8.99,26.3,14 m -   32 m,bK21U01J
(2021 UX1),2021-Oct-28 15:00 ± < 00:01,2.11 | 0.00542,2.11 | 0.00541,3.46,3.32,29.3,3.7 m -  8.3 m,bK21U01X
(2021 UV5),2021-Oct-29 01:00 ±    00:03,0.30 | 0.00077,0.30 | 0.00077,12.93,12.66,28.8,4.6 m -   10 m,bK21U05V
(2021 UF3),2021-Oct-29 11:10 ±    00:02,5.44 | 0.01398,5.42 | 0.01394,3.57,3.52,29.1,4.0 m -  8.9 m,bK21U03F
(2021 US2),2021-Oct-29 11:56 ± < 00:01,16.68 | 0.04286,16.62 | 0.04271,19.24,19.24,23.7,48 m -  110 m,bK21U02S
(2021 UT5),2021-Oct-29 12:50 ± < 00:01,0.80 | 0.00205,0.80 | 0.00205,12.14,12.03,28.3,5.8 m -   13 m,bK21U05T
(2021 UF12),2021-Oct-29 17:46 ± < 00:01,0.63 | 0.00161,0.63 | 0.00161,15.75,15.64,29.3,3.7 m -  8.2 m,bK21U12F
(2021 UE6),2021-Oct-30 00:47 ± < 00:01,8.51 | 0.02187,8.46 | 0.02173,10.84,10.83,25.6,20 m -   45 m,bK21U06E
(2021 UY6),2021-Oct-30 01:14 ± < 00:01,11.02 | 0.02833,10.90 | 0.02801,6.78,6.77,25.9,17 m -   39 m,bK21U06Y
(2021 VO3),2021-Oct-30 01:35 ±    00:04,11.00 | 0.02827,10.89 | 0.02799,24.2,24.2,24.7,31 m -   69 m,bK21V03O
(2021 UP3),2021-Oct-30 08:28 ± < 00:01,3.13 | 0.00804,3.12 | 0.00803,8.25,8.21,26.7,12 m -   27 m,bK21U03P
(2021 VU3),2021-Oct-30 18:15 ±    00:07,5.50 | 0.01414,5.43 | 0.01395,10.68,10.67,27.8,7.2 m -   16 m,bK21V03U
(2021 UW1),2021-Oct-30 20:28 ± < 00:01,0.99 | 0.00256,0.99 | 0.00255,13.82,13.74,26.1,16 m -   35 m,bK21U01W
(2021 VF4),2021-Oct-31 00:34 ± < 00:01,9.44 | 0.02426,9.30 | 0.02390,13.06,13.05,26,17 m -   38 m,bK21V04F
(2021 UJ6),2021-Oct-31 00:36 ± < 00:01,0.90 | 0.00232,0.90 | 0.00231,17.3,17.24,28.3,6.0 m -   13 m,bK21U06J
(2021 VV5),2021-Oct-31 10:44 ±    00:02,15.64 | 0.04018,15.57 | 0.04001,7.69,7.68,27.3,9.2 m -   21 m,bK21V05V
(2021 UA3),2021-Oct-31 11:33 ± < 00:01,7.40 | 0.01903,7.38 | 0.01895,13.98,13.97,27.3,9.2 m -   21 m,bK21U03A
(2021 UU3),2021-Oct-31 11:39 ± < 00:01,2.45 | 0.00630,2.45 | 0.00629,8.3,8.25,27.6,8.1 m -   18 m,bK21U03U
(2021 VG5),2021-Oct-31 12:16 ±    00:01,15.43 | 0.03965,15.36 | 0.03947,4.3,4.29,25.9,18 m -   40 m,bK21V05G
(2021 UR7),2021-Oct-31 19:53 ±    01:53,11.06 | 0.02841,10.78 | 0.02769,6.57,6.56,27.4,8.7 m -   19 m,bK21U07R
(2021 UG1),2021-Oct-31 20:01 ± < 00:01,11.49 | 0.02953,11.46 | 0.02945,7.35,7.33,25.2,25 m -   55 m,bK21U01G
(2021 UL2),2021-Oct-31 20:50 ± < 00:01,8.29 | 0.02129,8.24 | 0.02117,21.83,21.82,26.5,13 m -   30 m,bK21U02L
(2021 VA),2021-Oct-31 23:57 ± < 00:01,2.28 | 0.00587,2.28 | 0.00586,16.98,16.95,25.5,21 m -   47 m,bK21V00A
(2021 UZ6),2021-Nov-01 02:12 ± < 00:01,4.45 | 0.01144,4.45 | 0.01143,8.76,8.73,25.2,25 m -   55 m,bK21U06Z
(2021 UD6),2021-Nov-01 05:05 ± < 00:01,14.57 | 0.03744,14.50 | 0.03725,7.5,7.5,25.7,19 m -   43 m,bK21U06D
(2021 VN2),2021-Nov-01 05:48 ±    00:01,3.96 | 0.01017,3.94 | 0.01012,12.69,12.67,25.3,23 m -   52 m,bK21V02N
(2021 VG1),2021-Nov-01 07:10 ± < 00:01,1.11 | 0.00285,1.11 | 0.00284,12.13,12.05,26.2,15 m -   34 m,bK21V01G
(2021 VS),2021-Nov-01 07:57 ± < 00:01,17.07 | 0.04386,17.00 | 0.04369,18.96,18.96,23.5,54 m -  120 m,bK21V00S
(2021 VH),2021-Nov-01 10:33 ± < 00:01,0.08 | 0.00020,0.08 | 0.00020,7.7,5.66,29.6,3.2 m -  7.1 m,bK21V00H
(2019 UH7),2021-Nov-01 14:33 ± < 00:01,9.54 | 0.02451,9.54 | 0.02451,6.01,6,27.5,8.3 m -   19 m,bK19U07H
(2021 UW5),2021-Nov-01 20:24 ±    00:02,1.06 | 0.00271,1.05 | 0.00271,15.15,15.08,28.9,4.5 m -   10 m,bK21U05W
(2021 UZ4),2021-Nov-01 21:15 ± < 00:01,6.77 | 0.01739,6.76 | 0.01736,11.43,11.42,25.4,22 m -   48 m,bK21U04Z
(2021 UQ7),2021-Nov-01 21:32 ±    00:01,11.50 | 0.02956,11.44 | 0.02940,7.09,7.08,27.1,10 m -   23 m,bK21U07Q
(2009 WY7),2021-Nov-02 00:08 ± < 00:01,19.12 | 0.04912,19.11 | 0.04912,14.7,14.69,24.1,40 m -   90 m,bK09W07Y
(2021 TJ14),2021-Nov-02 01:38 ± < 00:01,18.85 | 0.04844,18.75 | 0.04819,9.69,9.69,24.6,32 m -   70 m,bK21T14J
(2017 TS3),2021-Nov-02 05:51 ± < 00:01,13.83 | 0.03554,13.83 | 0.03554,9.86,9.85,22.2,98 m -  220 m,bK17T03S
(2021 VE8),2021-Nov-02 10:16 ±    00:21,3.57 | 0.00916,3.52 | 0.00905,11.07,11.05,25.9,17 m -   39 m,bK21V08E
(2021 UG6),2021-Nov-02 11:56 ± < 00:01,7.10 | 0.01825,7.07 | 0.01816,10.11,10.1,26.7,12 m -   27 m,bK21U06G
(2021 UZ2),2021-Nov-02 16:04 ± < 00:01,2.15 | 0.00553,2.15 | 0.00551,11.08,11.04,26.6,13 m -   29 m,bK21U02Z
(2021 VS4),2021-Nov-02 18:59 ±    00:10,2.43 | 0.00624,2.42 | 0.00621,11.46,11.42,27.7,7.5 m -   17 m,bK21V04S
(2021 VU1),2021-Nov-02 21:16 ± < 00:01,4.06 | 0.01043,4.05 | 0.01040,21.29,21.28,25.8,19 m -   41 m,bK21V01U
(2021 VJ5),2021-Nov-03 00:41 ± < 00:01,16.03 | 0.04118,15.92 | 0.04090,20.09,20.09,24.7,30 m -   68 m,bK21V05J
(2021 VD19),2021-Nov-03 04:18 ±    00:08,12.21 | 0.03137,12.13 | 0.03117,10.63,10.62,26.4,14 m -   31 m,bK21V19D
(2021 VL19),2021-Nov-03 05:07 ±    04:39,4.54 | 0.01165,4.42 | 0.01135,5.5,5.45,27.4,8.7 m -   20 m,bK21V19L
(2021 UE4),2021-Nov-03 08:35 ± < 00:01,3.06 | 0.00786,3.05 | 0.00783,10.93,10.9,27.3,9.3 m -   21 m,bK21U04E
(2021 UD7),2021-Nov-03 09:13 ± < 00:01,10.70 | 0.02750,10.66 | 0.02739,8.97,8.96,26,17 m -   38 m,bK21U07D
(2021 UW3),2021-Nov-03 10:03 ± < 00:01,5.80 | 0.01490,5.79 | 0.01487,5.4,5.36,27.8,7.2 m -   16 m,bK21U03W
(2021 UX5),2021-Nov-03 10:05 ± < 00:01,1.74 | 0.00448,1.74 | 0.00448,12.43,12.38,28.5,5.3 m -   12 m,bK21U05X
(2021 VC4),2021-Nov-03 11:05 ±    00:03,6.32 | 0.01623,6.27 | 0.01612,11.23,11.22,26.9,11 m -   25 m,bK21V04C
(2021 VK22),2021-Nov-03 12:20 ±    00:24,13.87 | 0.03564,13.42 | 0.03447,11.58,11.57,25.1,26 m -   57 m,bK21V22K
(2021 UH9),2021-Nov-03 12:32 ± < 00:01,16.35 | 0.04201,16.29 | 0.04186,7.82,7.81,25.7,19 m -   42 m,bK21U09H
(2021 VK2),2021-Nov-03 16:10 ± < 00:01,10.76 | 0.02766,10.70 | 0.02749,9.7,9.69,27.6,8.0 m -   18 m,bK21V02K
(2021 US6),2021-Nov-03 16:47 ± < 00:01,1.19 | 0.00305,1.18 | 0.00304,21.41,21.37,28.2,6.2 m -   14 m,bK21U06S
(2021 VH5),2021-Nov-03 18:00 ± < 00:01,7.20 | 0.01849,7.18 | 0.01845,8.5,8.49,27.6,7.9 m -   18 m,bK21V05H
(2021 VH3),2021-Nov-03 21:07 ± < 00:01,11.34 | 0.02914,11.25 | 0.02891,6.41,6.4,26.9,11 m -   24 m,bK21V03H
(2021 US1),2021-Nov-03 23:20 ± < 00:01,1.94 | 0.00498,1.94 | 0.00498,3.2,3.03,27.8,7.4 m -   16 m,bK21U01S
(2021 VA9),2021-Nov-03 23:39 ± < 00:01,6.69 | 0.01720,6.67 | 0.01713,6.82,6.8,26.6,13 m -   28 m,bK21V09A
(2021 VX4),2021-Nov-04 01:48 ± < 00:01,5.78 | 0.01485,5.76 | 0.01480,5.7,5.67,27.8,7.3 m -   16 m,bK21V04X
(2021 VS2),2021-Nov-04 02:31 ± < 00:01,3.03 | 0.00777,3.02 | 0.00775,12.26,12.23,27.8,7.5 m -   17 m,bK21V02S
(2021 VX1),2021-Nov-04 08:17 ± < 00:01,2.69 | 0.00690,2.68 | 0.00689,16.17,16.14,26.4,14 m -   31 m,bK21V01X
(2021 UD1),2021-Nov-04 09:41 ± < 00:01,16.10 | 0.04137,16.05 | 0.04125,8,8,25.6,21 m -   46 m,bK21U01D
(2021 VX3),2021-Nov-04 09:57 ±    00:03,13.67 | 0.03513,13.61 | 0.03496,10.44,10.43,25.7,20 m -   44 m,bK21V03X
(2021 VP3),2021-Nov-04 11:35 ±    00:26,1.39 | 0.00358,1.38 | 0.00353,15.67,15.62,28.4,5.5 m -   12 m,bK21V03P
(2005 VL1),2021-Nov-04 13:21 ± < 00:01,16.98 | 0.04362,16.97 | 0.04362,5.23,5.22,26.5,13 m -   30 m,bK05V01L
(2021 UV3),2021-Nov-04 14:32 ± < 00:01,13.41 | 0.03447,13.35 | 0.03431,5.66,5.65,26.2,15 m -   34 m,bK21U03V
(2021 VT4),2021-Nov-04 15:55 ± < 00:01,3.47 | 0.00892,3.46 | 0.00889,19.35,19.34,27.1,10 m -   23 m,bK21V04T
(2021 VF5),2021-Nov-04 21:37 ± < 00:01,9.11 | 0.02341,9.04 | 0.02324,13.43,13.42,25.2,24 m -   54 m,bK21V05F
(2021 UO7),2021-Nov-04 23:08 ± < 00:01,0.96 | 0.00247,0.96 | 0.00247,4.65,4.41,29.6,3.3 m -  7.3 m,bK21U07O
(2021 UP7),2021-Nov-04 23:26 ±    00:01,5.01 | 0.01288,5.00 | 0.01285,15.1,15.09,27.5,8.6 m -   19 m,bK21U07P
(2021 VZ8),2021-Nov-05 00:13 ±    00:10,1.76 | 0.00452,1.76 | 0.00451,4.85,4.73,28.1,6.3 m -   14 m,bK21V08Z
(2021 UL5),2021-Nov-05 01:18 ± < 00:01,2.69 | 0.00692,2.68 | 0.00690,18.54,18.52,26.3,15 m -   33 m,bK21U05L
(2021 VL5),2021-Nov-05 04:36 ± < 00:01,2.34 | 0.00600,2.33 | 0.00599,12.32,12.28,28.6,5.2 m -   12 m,bK21V05L
(2021 VY22),2021-Nov-05 07:43 ±    00:14,6.05 | 0.01554,6.03 | 0.01549,12.06,12.05,26,17 m -   38 m,bK21V22Y
(2021 VH1),2021-Nov-05 08:04 ± < 00:01,1.79 | 0.00459,1.78 | 0.00458,11.87,11.82,26.4,14 m -   31 m,bK21V01H
(2021 VP22),2021-Nov-05 08:06 ±    00:09,3.66 | 0.00941,3.65 | 0.00938,4.39,4.32,27.7,7.7 m -   17 m,bK21V22P
(2021 UU1),2021-Nov-05 08:15 ± < 00:01,1.81 | 0.00466,1.81 | 0.00466,9.31,9.25,26.4,14 m -   30 m,bK21U01U
(2021 VF),2021-Nov-05 12:27 ± < 00:01,2.25 | 0.00577,2.24 | 0.00577,8.4,8.34,27.9,7.2 m -   16 m,bK21V00F
(2021 VS22),2021-Nov-05 13:44 ±    00:54,9.79 | 0.02515,9.60 | 0.02466,15.56,15.55,24.9,28 m -   63 m,bK21V22S
(2021 VC8),2021-Nov-05 14:15 ±    00:01,4.65 | 0.01195,4.61 | 0.01185,6.43,6.4,25.9,17 m -   39 m,bK21V08C
(2021 VE),2021-Nov-05 16:27 ± < 00:01,8.93 | 0.02295,8.88 | 0.02281,13.09,13.08,26.2,15 m -   34 m,bK21V00E
(2021 VS3),2021-Nov-05 21:05 ± < 00:01,4.10 | 0.01054,4.09 | 0.01052,15.25,15.24,25.9,17 m -   39 m,bK21V03S
(2021 VN),2021-Nov-06 05:39 ± < 00:01,6.04 | 0.01553,5.89 | 0.01512,10.46,10.44,26.9,11 m -   24 m,bK21V00N
(2021 VV3),2021-Nov-06 06:34 ± < 00:01,7.26 | 0.01867,7.26 | 0.01865,23.97,23.96,23.5,52 m -  120 m,bK21V03V
(2021 VZ1),2021-Nov-06 06:49 ± < 00:01,1.34 | 0.00344,1.34 | 0.00344,9.16,9.08,27.8,7.3 m -   16 m,bK21V01Z
(2021 UF1),2021-Nov-06 07:14 ± < 00:01,14.64 | 0.03763,14.59 | 0.03750,10.5,10.49,25,26 m -   58 m,bK21U01F
(2021 VY1),2021-Nov-06 07:42 ±    00:01,7.71 | 0.01982,7.69 | 0.01977,6.17,6.15,27.6,8.0 m -   18 m,bK21V01Y
(2021 VA2),2021-Nov-06 08:56 ± < 00:01,12.37 | 0.03177,12.30 | 0.03162,13.24,13.24,25.1,26 m -   58 m,bK21V02A
(2020 KA),2021-Nov-06 16:05 ±    00:49,14.89 | 0.03827,14.64 | 0.03761,4.85,4.83,27.5,8.4 m -   19 m,bK20K00A
(2021 VX11),2021-Nov-06 22:04 ±    00:01,3.05 | 0.00784,3.04 | 0.00782,5.18,5.12,26.2,15 m -   34 m,bK21V11X
(2021 VQ10),2021-Nov-07 02:49 ±    00:46,1.70 | 0.00437,1.68 | 0.00432,14.46,14.42,27.2,9.8 m -   22 m,bK21V10Q
(2021 VU5),2021-Nov-07 04:02 ± < 00:01,7.64 | 0.01964,7.63 | 0.01960,6.93,6.91,27.6,8.1 m -   18 m,bK21V05U
(2021 VO8),2021-Nov-07 05:24 ± < 00:01,4.88 | 0.01254,4.87 | 0.01251,7.42,7.39,27,10 m -   23 m,bK21V08O
(2021 VS11),2021-Nov-07 09:54 ±    01:10,0.79 | 0.00204,0.79 | 0.00202,5.58,5.34,28.7,4.9 m -   11 m,bK21V11S
(2021 UF4),2021-Nov-07 16:21 ± < 00:01,4.07 | 0.01045,4.07 | 0.01045,6.35,6.31,27,11 m -   24 m,bK21U04F
(2021 VK3),2021-Nov-07 16:55 ± < 00:01,0.22 | 0.00057,0.22 | 0.00057,14.41,14.08,30.5,2.2 m -  4.8 m,bK21V03K
(2021 VC),2021-Nov-07 22:52 ± < 00:01,10.35 | 0.02660,10.33 | 0.02654,7.73,7.72,26.6,13 m -   28 m,bK21V00C
(2021 VK19),2021-Nov-07 23:07 ±    00:29,10.59 | 0.02721,10.52 | 0.02703,14.05,14.04,26.7,12 m -   27 m,bK21V19K
(2021 VD),2021-Nov-07 23:25 ± < 00:01,9.11 | 0.02340,9.08 | 0.02334,9.35,9.34,25.8,19 m -   42 m,bK21V00D
(2021 UG4),2021-Nov-07 23:51 ± < 00:01,17.20 | 0.04420,17.15 | 0.04407,8.94,8.94,25.7,19 m -   42 m,bK21U04G
(2021 VW4),2021-Nov-08 00:43 ± < 00:01,3.72 | 0.00956,3.72 | 0.00955,12.89,12.86,27,11 m -   24 m,bK21V04W
(2021 VG),2021-Nov-08 03:19 ± < 00:01,13.21 | 0.03394,13.17 | 0.03383,7.38,7.37,25.4,22 m -   49 m,bK21V00G
(2021 VB2),2021-Nov-08 04:50 ± < 00:01,1.65 | 0.00424,1.65 | 0.00424,8.41,8.33,28.2,6.1 m -   14 m,bK21V02B
(2021 VL3),2021-Nov-08 08:56 ± < 00:01,0.43 | 0.00111,0.43 | 0.00111,6.3,5.91,28.4,5.5 m -   12 m,bK21V03L
(2021 VN3),2021-Nov-08 09:56 ± < 00:01,0.36 | 0.00092,0.36 | 0.00092,9.3,8.99,30.6,2.0 m -  4.6 m,bK21V03N
(2021 VX22),2021-Nov-08 11:12 ±    00:50,2.15 | 0.00554,2.14 | 0.00550,2.39,2.18,30.2,2.4 m -  5.3 m,bK21V22X
(2021 SP3),2021-Nov-08 11:29 ± < 00:01,15.58 | 0.04003,15.57 | 0.04001,9.27,9.26,23.4,56 m -  130 m,bK21S03P
(2021 VV22),2021-Nov-08 11:52 ± < 00:01,7.41 | 0.01904,7.36 | 0.01892,5.2,5.17,26.9,11 m -   24 m,bK21V22V
(2021 VT3),2021-Nov-08 14:40 ± < 00:01,9.23 | 0.02372,9.20 | 0.02363,10.27,10.26,25.3,23 m -   52 m,bK21V03T
(2021 VM3),2021-Nov-08 16:44 ± < 00:01,0.79 | 0.00204,0.79 | 0.00203,11.86,11.74,29.8,2.9 m -  6.5 m,bK21V03M
(2021 VR1),2021-Nov-08 17:13 ± < 00:01,1.42 | 0.00364,1.41 | 0.00363,3.59,3.38,29.7,3.1 m -  6.8 m,bK21V01R
(2021 UB3),2021-Nov-08 20:59 ± < 00:01,9.10 | 0.02339,9.08 | 0.02333,5.9,5.88,27.1,10 m -   22 m,bK21U03B
(2021 US5),2021-Nov-09 00:52 ± < 00:01,13.73 | 0.03528,13.66 | 0.03511,13.66,13.65,26,16 m -   37 m,bK21U05S
(2021 VW2),2021-Nov-09 01:29 ± < 00:01,14.51 | 0.03729,14.25 | 0.03661,22.78,22.77,26.4,14 m -   31 m,bK21V02W
(2021 VJ19),2021-Nov-09 02:10 ± < 00:01,5.50 | 0.01414,5.48 | 0.01407,9.47,9.45,26.7,12 m -   27 m,bK21V19J
(2019 XS),2021-Nov-09 03:48 ± < 00:01,1.49 | 0.00384,1.49 | 0.00384,10.68,10.62,24,43 m -   96 m,bK19X00S
(2021 VW11),2021-Nov-09 08:46 ± < 00:01,15.67 | 0.04027,15.60 | 0.04008,9.59,9.58,25.5,22 m -   48 m,bK21V11W
(2021 VR22),2021-Nov-09 12:29 ±    00:02,14.03 | 0.03606,13.96 | 0.03586,16.31,16.31,24.2,38 m -   85 m,bK21V22R
(2021 VD8),2021-Nov-09 13:59 ± < 00:01,0.32 | 0.00083,0.32 | 0.00083,11.97,11.7,30.3,2.4 m -  5.3 m,bK21V08D
(2021 VP11),2021-Nov-09 16:12 ±    00:01,0.15 | 0.00039,0.14 | 0.00036,9.74,9,31.8,1.2 m -  2.6 m,bK21V11P
(2021 VU2),2021-Nov-09 21:29 ± < 00:01,7.65 | 0.01965,7.63 | 0.01962,3.08,3.04,27.7,7.7 m -   17 m,bK21V02U
(2021 UA12),2021-Nov-09 21:36 ± < 00:01,2.80 | 0.00719,2.80 | 0.00719,4.27,4.18,28.6,5.1 m -   11 m,bK21U12A
(2021 VA6),2021-Nov-09 22:01 ± < 00:01,5.69 | 0.01461,5.67 | 0.01457,4.64,4.6,28.8,4.6 m -   10 m,bK21V06A
(2021 VV2),2021-Nov-09 22:50 ± < 00:01,6.49 | 0.01668,6.45 | 0.01658,12.8,12.79,26.7,12 m -   27 m,bK21V02V
(2021 WQ),2021-Nov-10 06:30 ±    01:52,16.12 | 0.04141,15.44 | 0.03966,13.86,13.85,24.9,27 m -   61 m,bK21W00Q
(2010 VL65),2021-Nov-10 10:58 ± 2_14:18,4.15 | 0.01067,2.37 | 0.00608,4.11,4.05,28.4,5.6 m -   12 m,bK10V65L
(2021 VR2),2021-Nov-10 11:37 ± < 00:01,1.80 | 0.00462,1.79 | 0.00461,9.92,9.86,26.9,11 m -   24 m,bK21V02R
(2017 WG14),2021-Nov-10 13:46 ± 3_01:02,18.48 | 0.04749,11.23 | 0.02885,11.6,11.59,24.5,33 m -   75 m,bK17W14G
(2021 VY8),2021-Nov-10 17:21 ± < 00:01,16.11 | 0.04139,15.97 | 0.04104,13.39,13.39,26.2,15 m -   34 m,bK21V08Y
(2021 VU4),2021-Nov-10 19:48 ± < 00:01,0.28 | 0.00072,0.28 | 0.00072,16.11,15.88,28.4,5.6 m -   13 m,bK21V04U
(2021 VN10),2021-Nov-10 22:21 ± < 00:01,2.35 | 0.00605,2.35 | 0.00603,10.97,10.93,28.1,6.3 m -   14 m,bK21V10N
(2021 VC12),2021-Nov-11 03:11 ±    00:07,16.57 | 0.04258,16.34 | 0.04199,7.44,7.44,26.1,16 m -   35 m,bK21V12C
(2021 UA5),2021-Nov-11 04:00 ± < 00:01,11.18 | 0.02872,11.12 | 0.02858,9.28,9.27,25.8,18 m -   40 m,bK21U05A
(2021 VH2),2021-Nov-11 04:31 ± < 00:01,2.92 | 0.00750,2.92 | 0.00749,2.35,2.19,28.7,4.9 m -   11 m,bK21V02H
(2021 VW6),2021-Nov-11 05:29 ± < 00:01,1.33 | 0.00341,1.32 | 0.00340,17.04,16.99,28.9,4.3 m -  9.6 m,bK21V06W
(2021 VM12),2021-Nov-11 08:16 ± < 00:01,13.76 | 0.03536,13.70 | 0.03521,7.44,7.43,25.8,19 m -   42 m,bK21V12M
(2021 VY7),2021-Nov-11 16:51 ± < 00:01,0.83 | 0.00214,0.83 | 0.00213,12.38,12.28,29.3,3.6 m -  8.1 m,bK21V07Y
(2021 UE10),2021-Nov-12 01:03 ± < 00:01,14.96 | 0.03844,14.92 | 0.03835,5.03,5.02,26.4,14 m -   32 m,bK21U10E
(2007 VD138),2021-Nov-12 03:00 ± < 00:01,15.93 | 0.04094,15.93 | 0.04094,7.72,7.71,24.6,33 m -   73 m,bK07VD8D
(2021 VC7),2021-Nov-12 07:49 ± < 00:01,0.48 | 0.00124,0.48 | 0.00123,18.59,18.48,28.3,5.9 m -   13 m,bK21V07C
(2021 VR5),2021-Nov-12 09:25 ± < 00:01,1.03 | 0.00265,1.03 | 0.00265,14.66,14.59,26.9,11 m -   24 m,bK21V05R
(2021 VU8),2021-Nov-12 11:36 ± < 00:01,7.26 | 0.01866,7.24 | 0.01860,13.36,13.35,26.6,13 m -   29 m,bK21V08U
(2021 UX8),2021-Nov-12 13:03 ± < 00:01,18.90 | 0.04857,18.81 | 0.04835,6.27,6.26,25.7,19 m -   42 m,bK21U08X
